"Data compiled by Iraq Body Count as of Tuesday, 6th March 2012"
"The reports from which this table is compiled have all been in the public domain."
"This specific compilation is copyrighted to Iraq Body Count (IBC)."
"Permission to use it for commercial use must be obtained from admin AT iraqbodycount.org"
""
"For a detailed explanation of these figures and how they were derived, see"
"http://www.iraqbodycount.org/about/"
""
"This table is constantly being updated. The latest version of this file can always be"
"obtained from http://www.iraqbodycount.org/database/download/ibc-incidents.php"

"IBC code","Start Date","End Date","Time","Location","Target","Weapons","Reported Minimum","Reported Maximum","Sources"
"d5376","29 Sep 2008","29 Sep 2008","7:17 PM","near Baqubah","'civilian driving a vehicle hit a Stryker (P11) by accident', driver killed","collision with armoured vehicle","1","1","US DoD via WikiLeaks 22 Oct 2010"
"k11479","28 Sep 2008","28 Sep 2008","-","Nafaq Al-Jisr al-Khamis Bridge, west Mosul","Ahmad Salim al-Rawi, Sunni tribal leader","bomb attached to car","1","1","REU 29 Sep, Al-Shar 29 Sep"
"k11480","28 Sep 2008","28 Sep 2008","7:00 PM","Karrada, Baghdad","-","car bomb and suicide bomber","18","20","NINA 28 Sep, AP 29 Sep, LAT 29 Sep, Al-Shar 29 Sep"
"k11481","28 Sep 2008","28 Sep 2008","5:45 PM","Shurta Rabaa, southwest Baghdad","people in market","car bomb","12","12","KUN 28 Sep, VOI 28 Sep"
"k11482","28 Sep 2008","28 Sep 2008","-","Khan Bani Saad","-","gunfire","2","3","CNN 28 Sep, AP 29 Sep, VOI 28 Sep, NINA 28 Sep"
"k11483","28 Sep 2008","28 Sep 2008","-","Zayouna, east Baghdad","army checkpoint, civilian and soldiers killed","sniper fire","1","1","REU 28 Sep, AP 29 Sep"
"k11484","28 Sep 2008","28 Sep 2008","5:30 PM","Hay al-Amil, Baghdad","car driver, passer-by also killed","bomb attached to car","1","1","REU 28 Sep, AFP 28 Sep"
"k11485","28 Sep 2008","28 Sep 2008","-","Baladiyat, north Mosul","Christian man","gunfire","1","1","McCla 28 Sep, NINA 28 Sep"
"k11486","28 Sep 2008","28 Sep 2008","-","Ras al-Jadad, west Mosul","off-duty policeman","drive-by shooting","1","1","REU 28 Sep, KUNA 28 Sep"
"k11487","28 Sep 2008","28 Sep 2008","-","west Mosul","shop owner and brother","gunfire","1","1","REU 28 Sep, McCla 28 Sep"
"k11488a","28 Sep 2008","28 Sep 2008","-","near Al Rasheed Camp, Baghdad","bodies found","-","1","1","McCla 28 Sep"
"k11488b","28 Sep 2008","28 Sep 2008","-","Hurriyah, Baghdad","bodies found","-","1","1","McCla 28 Sep"
"k11459","27 Sep 2008","27 Sep 2008","PM","near Abi Tammam telephone exchange, west Mosul","taxi-driver","bomb in taxi","1","1","VOI 27 Sep, Al-Shar 27 Sep"
"k11460","27 Sep 2008","27 Sep 2008","AM","Jalawla","clashes between police and Kurdish security/ members, KDP member Riya Qahtan and policeman killed","gunfire","1","1","McCla 27 Sep, AP 27 Sep"
"k11461","27 Sep 2008","27 Sep 2008","-","Shurta, north Mosul","Abdul-Karim Mahmoud, table tennis coach","gunfire","1","1","KUNA 27 Sep, REU 28 Sep"
"k11462","27 Sep 2008","27 Sep 2008","-","Sadiyah, Baghdad","body found tortured and shot","gunfire, executed, tortured","1","1","McCla 27 Sep, NINA 27 Sep"
"k11463","27 Sep 2008","27 Sep 2008","-","Mussayab","-","drive-by shooting","1","1","REU 28 Sep"
"k11464","27 Sep 2008","27 Sep 2008","PM","Khalis","police Colonel Hashim Ajouma","gunfire","1","1","NINA 27 Sep"
"k11456","26 Sep 2008","26 Sep 2008","PM","east of Falluja","police checkpoint","drive-by shooting","1","1","McCla 26 Sep, NINA 26 Sep"
"k11457","26 Sep 2008","26 Sep 2008","-","south of Samarra","checkpoint manned by US-backed neighbourhood patrol members and police","gunfire","3","3","REU 26 Sep"
"k11458","26 Sep 2008","26 Sep 2008","-","al-Atara, south Bahraz","civilian car hit","roadside bomb","3","3","VOI 26 Sep"
"k11444","25 Sep 2008","25 Sep 2008","6:45 PM","Rashid, south Baghdad","children hit","roadside bomb","3","3","AFP 26 Sep, KUNA 26 Sep"
"k11445","25 Sep 2008","25 Sep 2008","8:00 AM","Al Rashid Camp, Baghdad","employee of Ministry of Municipalities and Works","gunfire","1","1","McCla 25 Sep, NINA 25 Sep"
"k11447","25 Sep 2008","25 Sep 2008","-","al-Mugasees , Amil, southwest Baghdad","-","roadside bomb or hand grenade","2","2","McCla 25 Sep, REU 25 Sep"
"k11448","25 Sep 2008","25 Sep 2008","AM","Al-Dabouni, Aziziyah","body of 40-year-old man found tortured and shot","gunfire, executed, tortured","1","1","VOI 25 Sep, NINA 25 Sep"
"k11449","25 Sep 2008","25 Sep 2008","-","west Baghdad","police patrol","roadside bomb","1","1","KUNA 25 Sep, DPA/VOI 25 Sep"
"k11450","25 Sep 2008","25 Sep 2008","-","Bab Sinjar, west Mosul","police patrol","rocket-propelled grenades","1","1","REU 25 Sep, VOI 25 Sep"
"k11451","25 Sep 2008","25 Sep 2008","-","Baghdad","Bashar, student and coordinator of gay advocacy group","gunfire","1","1","Advocate/GUA 26 Sep"
"k11452","25 Sep 2008","25 Sep 2008","PM","Mussayab","man waiting for bus, mistaken for roadside bomber","US gunfire","1","1","NINA 26 Sep"
"k11453","25 Sep 2008","25 Sep 2008","-","Mussayab","Awakening Council checkpoint","gunfire","1","1","REU 26 Sep"
"k11454","25 Sep 2008","25 Sep 2008","-","Al-Rashidi, Mosul and New Mosul","body found shot dead","gunfire","2","2","KUNA 25 Sep"
"k11455","25 Sep 2008","25 Sep 2008","5:30 PM","al-Kharab, 4 km south of Baquba","family hit","roadside bomb","3","3","McCla 25 Sep"
"k11446a","25 Sep 2008","25 Sep 2008","-","Karrada, Baghdad","bodies found tortured and shot","gunfire, executed, tortured","1","1","McCla 25 Sep, NINA 25 Sep"
"k11446b","25 Sep 2008","25 Sep 2008","-","Palestine Street, Baghdad","bodies found tortured and shot","gunfire, executed, tortured","1","1","McCla 25 Sep, NINA 25 Sep"
"k11446c","25 Sep 2008","25 Sep 2008","-","Doura, Baghdad","bodies found tortured and shot","gunfire, executed, tortured","1","1","McCla 25 Sep, NINA 25 Sep"
"k11438","24 Sep 2008","24 Sep 2008","3:30 PM","Al-Dulaimat, Khan Bani Saad","National Police and Awakening Council members patrolling village","gunfire","11","12","McCla 24 Sep, VOI 25 Sep, NYT 24 Sep, DPA 25 Sep"
"k11439","24 Sep 2008","24 Sep 2008","-","near al-Uthmaniya, between Baquba and Baghdad","police checkpoint","gunfire","1","1","VOI 24 Sep"
"k11440","24 Sep 2008","24 Sep 2008","11:45 AM","Al-Rasool, Khan Bani Saad","police","gunfire","1","1","McCla 24 Sep, VOI 24 Sep"
"k11441","24 Sep 2008","24 Sep 2008","-","Ur, northeast Baghdad","bodies found tortured and shot","gunfire, executed, tortured","1","1","McCla 24 Sep, NINA 24 Sep"
"k11442","24 Sep 2008","24 Sep 2008","AM","Abara, 5 miles north of Baquba","body of school guard found shot dead","gunfire","1","1","McCla 24 Sep, VOI 24 Sep"
"k11443","24 Sep 2008","24 Sep 2008","-","southeast al-Miqdadiya","-","explosive charge","1","1","Al-Shar 24 Sep"
"k11422","22 Sep 2008","23 Sep 2008","-","Morgania, Khanaqin","civilian car hit","roadside bomb","2","2","NYT 22 Sep, VOI 22 Sep"
"k11429","23 Sep 2008","23 Sep 2008","-","Sulaimaniyah","defendant, Hassan Ghalib","gunfire","1","1","McCla 23 Sep, VOI 23 Sep"
"k11431","23 Sep 2008","23 Sep 2008","-","Siniyah, near Baiji","Jassim Mohammed Al Garout, head of Awakening Council in Siniyah","US gunfire","1","1","McCla 23 Sep, AP 23 Sep"
"k11432","23 Sep 2008","23 Sep 2008","10:00 AM","Al Nidhal Street, Karrada, Baghdad","Iraqi army vehicle, civilian driver killed","roadside bomb","1","1","AFP 23 Sep, VOI 23 Sep"
"k11430","23 Sep 2008","23 Sep 2008","-","Iskandariya","civilian car hit","roadside bomb","1","1","XIN 23 Sep, VOI 23 Sep"
"k11433","23 Sep 2008","23 Sep 2008","-","'near Abi Tamam central office', west Mosul","-","gunfire","1","1","REU 23 Sep, VOI 23 Sep"
"k11434","23 Sep 2008","23 Sep 2008","-","Senaat al-Karama, east Mosul","body found shot dead","gunfire","1","1","REU 23 Sep, VOI 23 Sep"
"k11435","23 Sep 2008","23 Sep 2008","-","Hilaliya, near Salman Pak","man and woman shot dead in house by US troops, after young man shot at them","US gunfire","0","2","McCla 23 Sep, CNN 23 Sep"
"k11436","23 Sep 2008","23 Sep 2008","-","al-Katoun, Baquba","house of displaced family returning home","explosion in house","1","1","VOI 23 Sep"
"k11437","23 Sep 2008","23 Sep 2008","-","New Baghdad","body found","-","1","1","McCla 23 Sep"
"k11419","22 Sep 2008","22 Sep 2008","6:00 PM","Al-Salahiya, Hamam Aleel, 9 miles south of Mosul","children playing","bomb in street stall","5","5","AP 22 Sep, NINA 22 Sep"
"k11420","22 Sep 2008","22 Sep 2008","11:55 AM","Attar Street, Karrada, Baghdad","-","roadside bomb","3","3","AP 22 Sep, VOI 22 Sep"
"k11421","22 Sep 2008","22 Sep 2008","-","south of Mosul","body found shot dead","gunfire","2","2","REU 22 Sep, VOI 22 Sep"
"k11423","22 Sep 2008","22 Sep 2008","9:00 AM","Adnan Square, Tobchi, west Baghdad","possibly Iraqi military base, civilian killed","mortar round","1","1","AP 22 Sep, XIN 22 Sep"
"k11426","22 Sep 2008","22 Sep 2008","-","al-Halabsa, northwest Falluja","police","US gunfire","1","1","VOI 22 Sep"
"k11427","22 Sep 2008","22 Sep 2008","-","Suwayra, in Tigris","body found tortured","tortured, executed","1","1","REU 22 Sep"
"k11424a","22 Sep 2008","22 Sep 2008","-","Shaab, Baghdad","bodies found tortured and shot","gunfire, executed, tortured","1","1","NINA 22 Sep, McCla 22 Sep"
"k11424b","22 Sep 2008","22 Sep 2008","-","Mashtal, Baghdad","bodies found tortured and shot","gunfire, executed, tortured","1","1","NINA 22 Sep, McCla 22 Sep"
"k11424c","22 Sep 2008","22 Sep 2008","-","Atifiyah, Baghdad","bodies found tortured and shot","gunfire, executed, tortured","1","1","NINA 22 Sep, McCla 22 Sep"
"k11409","21 Sep 2008","21 Sep 2008","6:15 PM","New Mosul","emergency police headquarters","suicide truck bomb","1","1","VOI 21 Sep, McCla 21 Sep"
"k11410","21 Sep 2008","21 Sep 2008","-","Ghazala, Kirkuk","police academy","suicide car bomb","2","3","KUNA 21 Sep, NINA 21 Sep, McCla 21 Sep, REU 21 Sep"
"k11411","21 Sep 2008","21 Sep 2008","-","Murgana, between Jalawla and al-Saadiya","minibus hit","roadside bomb","3","3","NINA 21 Sep, Al-Shar 21 Sep"
"k11412","21 Sep 2008","21 Sep 2008","-","Ra'as al-Jouda, west Mosul","brothers walking in market","gunfire","2","2","VOI 21 Sep, AP 21 Sep"
"k11413","21 Sep 2008","21 Sep 2008","-","Al-Nosour Square, west Baghdad","man in car","bomb attached to car","1","1","VOI 21 Sep"
"k11414","21 Sep 2008","21 Sep 2008","10:26 AM","Rusafa, Baghdad","service station owner","roadside bomb","1","1","VOA 21 Sep, MNF 21 Sep"
"k11416","21 Sep 2008","21 Sep 2008","-","near Al-Suwayra","decomposed bodies of men found tortured and shot","gunfire, executed, tortured","2","2","VOI 21 Sep, NINA 21 Sep"
"k11417","21 Sep 2008","21 Sep 2008","PM","Arba'een Street, Tikrit","car hit","roadside bomb","1","1","NINA 21 Sep"
"k11418","21 Sep 2008","21 Sep 2008","-","al-Harithiya, Baghdad","policeman and bodyguard","gunfire","2","2","VOI 21 Sep"
"k11425","21 Sep 2008","21 Sep 2008","-","Al-Sha'urah, Bani Sa'ad","decomposed bodies found","-","20","20","Al-Shar 21 Sep, AP 22 Sep"
"k11415a","21 Sep 2008","21 Sep 2008","-","Dora, Baghdad","bodies found tortured and shot","gunfire, executed, tortured","1","1","McCla 21 Sep, NINA 21 Sep"
"k11415b","21 Sep 2008","21 Sep 2008","-","Amil, Baghdad","bodies found tortured and shot","gunfire, executed, tortured","1","1","McCla 21 Sep, NINA 21 Sep"
"k11415c","21 Sep 2008","21 Sep 2008","-","Fudhailiya, Baghdad","bodies found tortured and shot","gunfire, executed, tortured","1","1","McCla 21 Sep, NINA 21 Sep"
"k11396","20 Sep 2008","20 Sep 2008","5:00 PM","Al-Mualimeen, Tal Afar","young men playing football","suicide car bomb","2","3","REU 21 Sep, VOI 20 Sep"
"k11403","20 Sep 2008","20 Sep 2008","AM","near H3 oil refinery, west of Haditha","police patrol","roadside bomb","1","1","VOI 20 Sep, NINA 20 Sep"
"k11404","20 Sep 2008","20 Sep 2008","-","Tal Afar","bodies of women found","-","3","3","McCla 20 Sep, Al-Shar 20 Sep"
"k11405","20 Sep 2008","20 Sep 2008","AM","near al Kabeer mosque, Al-Farouq, Mosul","police checkpoint","gunfire","2","2","REU 20 Sep, VOI 20 Sep"
"k11406","20 Sep 2008","20 Sep 2008","-","north Mosul","man who ran local electricity generator","gunfire","1","1","REU 21 Sep"
"k11407","20 Sep 2008","20 Sep 2008","-","central Kut","policeman","gunfire","1","1","REU 21 Sep"
"k11408","20 Sep 2008","20 Sep 2008","-","western Mosul","woman outside house","gunfire","1","1","REU 21 Sep"
"k11395a","20 Sep 2008","20 Sep 2008","-","Saidiyah, Baghdad","bodies of three women and man found","gunfire, executed, tortured, at least one decapitated","4","4","NINA 20 Sep, Al- Shar 21 Sep"
"k11395b","20 Sep 2008","20 Sep 2008","-","Zafaraniya, Baghdad","bodies of a man found","gunfire, executed, tortured","1","1","NINA 20 Sep, Al- Shar 21 Sep"
"k11397","19 Sep 2008","19 Sep 2008","PM","Balad Ruz","petrol station hit","Katyusha rockets","1","1","VOI 19 Sep, NINA 19 Sep"
"k11398","19 Sep 2008","19 Sep 2008","PM","Al-Kindi, 9 km north of Basra","Shiite tribal leader, Uday Abbas al-Zamil","drive-by shooting","1","1","REU 20 Sep, McCla 20 Sep"
"k11399","19 Sep 2008","19 Sep 2008","3:00 AM","Dawr, near Tikrit","suspected insurgents","US air strike and ground fire","4","8","NYT 19 Sep, AFP 19 Sep"
"k11400","19 Sep 2008","19 Sep 2008","-","Al-Kifah, Tal Afar","decomposed bodies found","-","2","2","VOI 19 Sep, REU 20 Sep"
"k11401","19 Sep 2008","19 Sep 2008","-","Al-Askari, Tuz Khurmatu","woman","gunfire","1","1","REU 19 Sep, VOI 19 Sep"
"k11402","19 Sep 2008","19 Sep 2008","-","near al-Aziziya, north of Kut","body of man found tortured and shot","gunfire, executed, tortured","1","1","VOI 19 Sep"
"k11388","18 Sep 2008","18 Sep 2008","PM","Al-Yabesat, west Mosul","family in home","gunfire","2","2","REU 18 Sep, Al-Shar 19 Sep"
"k11390","18 Sep 2008","18 Sep 2008","-","Karama, Mosul","bodies of man and woman found","-","2","2","REU 18 Sep, NINA 18 Sep"
"k11391","18 Sep 2008","18 Sep 2008","-","road to al-Lag, Al-Suwaira","-","roadside bomb","1","1","VOI 18 Sep"
"k11392","18 Sep 2008","18 Sep 2008","-","Baghdad","Col. Salem al-Shammery, official in human rights office of Ministry of the Interior","gunfire","1","1","WP 18 Sep"
"k11393","18 Sep 2008","18 Sep 2008","-","17 Tammouz, Mosul","-","gunfire","1","1","McCla 18 Sep"
"k11394","18 Sep 2008","18 Sep 2008","-","Mosul","retired members of security forces","drive-by shooting","1","2","REU 18 Sep"
"k11389a","18 Sep 2008","18 Sep 2008","-","Ghazaliyah, Baghdad","bodies found tortured and shot","gunfire, executed, tortured","1","1","McCla 18 Sep, NINA 18 Sep"
"k11389b","18 Sep 2008","18 Sep 2008","-","Al-Khullani, Baghdad","bodies found tortured and shot","gunfire, executed, tortured","1","1","McCla 18 Sep, NINA 18 Sep"
"k11373","17 Sep 2008","17 Sep 2008","PM","Al-Falah, Mosul","Shamil Yunis, deputy governor of Nineveh","drive-by shooting","1","1","NINA 17 Sep, ReU 18 Sep"
"k11374","17 Sep 2008","17 Sep 2008","-","Bab al-Bied, southwest Mosul","Family from Talafar","drive-by shooting","1","1","McCla 18 Sep, VOI 18 Sep"
"k11375","17 Sep 2008","17 Sep 2008","PM","Cheman/Jemin, north of Kirkuk","body of woman found shot dead","gunfire","1","1","REU 18 Sep, VOI 18 Sep"
"k11376","17 Sep 2008","17 Sep 2008","AM","west Mosul","Iraqi army patrol","roadside bomb","3","3","NINA 17 Sep, Al-Shar 17 Sep"
"k11377","17 Sep 2008","17 Sep 2008","-","Palestine Street, Zayouna, east Baghdad","police patrol","roadside bomb","1","1","REU 17 Sep, NINA 17 Sep"
"k11378","16 Sep 2008","17 Sep 2008","-","Ta'ameem, Ramadi","Muhannad al-Ubeidi, local Awakening Council leader","bomb attached to car","1","1","McCla 17 Sep, XIN 17 Sep"
"k11379","17 Sep 2008","17 Sep 2008","11:20 AM","near Jeibachi hospital, Harthiya, west Baghdad","-","car bombs","8","8","VOI 17 Sep, XIN 17 Sep"
"k11380","17 Sep 2008","17 Sep 2008","-","Karrada, Baghdad","police patrol","roadside bomb","3","3","PUKM 17 Sep, AP 18 Sep"
"k11381","16 Sep 2008","17 Sep 2008","-","Rashid, near Kirkuk","car or minibus","gunfire","3","3","NYT 17 Sep, VOI 17 Sep"
"k11382","17 Sep 2008","17 Sep 2008","-","east Mosul","clashes between security forces and gunmen, civlian killed","gunfire","1","1","REU 18 Sep"
"k11383","17 Sep 2008","17 Sep 2008","-","Shawan, 265 km north of Baghdad","bodies found tortured and shot","gunfire, executed, tortured","2","2","REU 18 Sep"
"k11384","17 Sep 2008","17 Sep 2008","10:00 AM","Zayouna, east Baghdad","Issam al-Tamimi, council leader of New Baghdad, passer-by killed","roadside bomb","1","1","XIN 17 Sep, AFP 17 Sep"
"k11386","17 Sep 2008","17 Sep 2008","PM","Hara, Rutba","-","bomb in trash can","2","2","NINA 17 Sep"
"k11387","17 Sep 2008","17 Sep 2008","PM","Zafaraniyah, Baghdad","'commercial shops'","gunfire","2","2","McCla 17 Sep"
"k11385a","17 Sep 2008","17 Sep 2008","-","Saidiyah, Baghdad","bodies found tortured and shot","gunfire, executed, tortured","1","1","McCla 17 Sep, NINA 17 Sep"
"k11385b","17 Sep 2008","17 Sep 2008","-","Bub al-Sham, Baghdad","bodies found tortured and shot","gunfire, executed, tortured","1","1","McCla 17 Sep, NINA 17 Sep"
"k11385c","17 Sep 2008","17 Sep 2008","-","western Baghdad","bodies found tortured and shot","gunfire, executed, tortured","1","1","NINA 17 Sep"
"d5350","17 Sep 2008","17 Sep 2008","11:22 PM","Tarmiyah","Murad Fehad Abbas Abu Jawad, shot while running towards a cordon","US gunfire","1","1","US DoD via WikiLeaks 22 Oct 2010"
"k11368","16 Sep 2008","16 Sep 2008","PM","between Jalawla and al-Saadiya","police patrol","roadside bomb","4","4","VOI 16 Sep, NINA 16 Sep"
"k11369","16 Sep 2008","16 Sep 2008","-","Shaab/Ur, Baghdad","police convoy","roadside bomb","1","1","McCla 16 Sep, REU 16 Sep"
"k11370","16 Sep 2008","16 Sep 2008","8:30 AM","Taji","people in market or Iraqi military patrol","roadside bomb or bomb on bicycle","2","2","McCla 16 Sep, REU 16 Sep"
"k11371","16 Sep 2008","16 Sep 2008","-","Talbiyah, east Baghdad","body found","-","1","1","McCla 16 Sep, REU 17 Sep"
"k11372","16 Sep 2008","16 Sep 2008","-","near Dakamat, Rashad","-","gunfire","1","1","DPA 16 Sep, VOI 16 Sep"
"k11361","15 Sep 2008","15 Sep 2008","11:45 AM","near passport office, Karrada, Baghdad","Iraqi army patrol","car bombs","12","13","REU 15 Sep, NINA 15 Sep, LAT 16 Sep, AP 15 Sep"
"k11362","15 Sep 2008","15 Sep 2008","6:30 PM","Balad Ruz","celebration for released detainee, policeman Adnan Shukri al Timimi","suicide bomber, possibly female","22","22","REU 15 Sep, AFP 15 Sep"
"k11363","15 Sep 2008","15 Sep 2008","PM","Al-Muthanna, east Mosul","Fine Arts College student","gunfire","1","1","VOI 16 Sep, REU 17 Sep"
"k11364","15 Sep 2008","15 Sep 2008","-","Adhamiya, north Baghdad","Awakening Council patrol","car bomb","1","1","REU 16 Sep, AP 15 Sep"
"k11365","15 Sep 2008","15 Sep 2008","-","al-Safra, al-Adhim","Sheikh Omar Raddam Keitan, Azza tribal chief","gunfire","1","1","NINA 15 Sep, VOI 16 Sep"
"k11367","15 Sep 2008","15 Sep 2008","-","north Mosul","body found","-","1","1","NINA 15 Sep"
"k11366a","15 Sep 2008","15 Sep 2008","-","Sadr City, Baghdad","bodies found tortured and shot","gunfire, executed, tortured","1","1","McCla 15 Sep, NINA 15 Sep"
"k11366b","15 Sep 2008","15 Sep 2008","-","Adel, Baghdad","bodies found tortured and shot","gunfire, executed, tortured","1","1","McCla 15 Sep, NINA 15 Sep"
"k11366c","15 Sep 2008","15 Sep 2008","-","Shuala, Baghdad","bodies found tortured and shot","gunfire, executed, tortured","1","1","McCla 15 Sep, NINA 15 Sep"
"d5349","15 Sep 2008","15 Sep 2008","1:00 PM","RTE Florida & RTE Aeros, east Baghdad","vehicle speeding toward a checkpoint, bystander killed","Iraqi Army gunfire","1","1","US DoD via WikiLeaks 22 Oct 2010"
"k11356","14 Sep 2008","14 Sep 2008","6:30 PM","near Hassan restaurant, Jadriya/Karrada, Baghdad","-","car bomb","2","2","VOI 14 Sep, McCla 14 Sep, NYT 14 Sep, REU 14 Sep"
"k11358","14 Sep 2008","14 Sep 2008","-","Karama, east Mosul","bodies of two kidnapped brothers found shot and beheaded","gunfire, executed, beheaded","2","2","REU 14 Sep, VOI 14 Sep"
"k11359","14 Sep 2008","14 Sep 2008","-","Sadiyah","police convoy","roadside bombs","5","7","REU 14 Sep, XIN 14 Sep, NINA 14 Sep, VOI 14 Sep"
"k11360","14 Sep 2008","14 Sep 2008","-","Al-Ameriyah, south Falluja","police patrol","roadside bomb","1","1","McCla 14 Sep"
"k11357a","14 Sep 2008","14 Sep 2008","-","Ghadeer, Baghdad","bodies found tortured and shot","gunfire, executed, tortured","1","1","McCla 14 Sep, NINA 14 Sep"
"k11357b","14 Sep 2008","14 Sep 2008","-","New Baghdad","bodies found tortured and shot","gunfire, executed, tortured","1","1","McCla 14 Sep, NINA 14 Sep"
"k11348","13 Sep 2008","13 Sep 2008","PM","Zanjili, west Mosul","Musaab al-Azzawi, Ahmed Salim, Ehaab Mua'ath and Qidar Suliman, journalists","gunfire, executed","4","4","LAT 14 Sep, AFP 13 Sep"
"k11349","13 Sep 2008","13 Sep 2008","AM","Iskandariya","checkpoints manned by Awakening Council members","gunfire","1","1","REU 14 Sep, NINA 14 Sep"
"k11350","13 Sep 2008","13 Sep 2008","11:00 PM","Furat, west Baghdad","Fouad Ali Hussein al-Douri, Sunni imam and Awakening council leader","gunfire","1","4","REU 13 Sep, NINA 13 Sep, CNN 14 Sep, AP 14 Sep"
"k11351","13 Sep 2008","13 Sep 2008","11:30 AM","Camp Sara, Karrada, Baghdad","checkpoint manned by National police and Awakening Council members","roadside bomb","1","2","NYT 13 Sep, AFP 13 Sep, NINA 13 Sep, McCla 13 Sep"
